Nom	Description	Adresse	URL	Equipements	Horaire	Type	Superficie	Postes	7j/7	Parking	Services
Regus Font de l'Ormes - Antipolis Mougins	Ce parc de 2400 hectares combine un environnement de développement et technologique dans un cadre verdoyant. Le but de cette technopole est de créer une communauté internationale qui unit la science et les affaires, le centre est donc entouré de grandes entreprises internationales, avec de multiples possibilités de contact entre les occupants, par le biais de clubs professionnels, notamment un club pour les entreprises de télécommunications. L'institut européen des normes de télécommunications y a installé son siège et 40 pour cent des entreprises du parc sont impliqués dans la recherche. Le propre campus universitaire scientifique et technologique du parc rassemble des ressources académiques et entrepreneuriales en matière de TIC. Ce centre est facilement accessible avec les transports publics.	45 allée des Ormes, 06250 Mougins	https://www.neo-nomade.com/mb-47-bnpp_re/espace/8259/centre-d-affaires-mougins-regus-font-de-l-ormes-antipolis-mougins	Internet haut débit//Accès handicapé//Une personne à l'accueil//Espace pause//Espace extérieur//Cuisine//Climatisation	9h00 - 18h00	Centre d'affaires		102	Non	Oui	
ENJOY COWORKING	"Nous sommes au Cros de Cagnes, à 5 minutes de l'aéroport, avec son joli port de pêche, sa grande promenade, ses belles plages...Juste la route à traverser pour aller se baigner l'été, faire son sport entre midi et deux, faire son marché au Cros les mardis et jeudis, ou tout simplement aller marcher un peu.Notre espace de 150 m2 à taille humaine est propice aux échanges et partages. Un peu comme à la maison chacun a son plaid et ses chaussons l'hiver, sa serviette de bain l'été et quand il fait froid, la cheminée pour se réchauffer...Vous avez accès à la cuisine pour réchauffer vos plats, ou stocker dans le frigo. Mais nous pouvons aussi vous commander des petits plats ou vous organiser des déjeuners clients...Il est aussi agréable de travailler sur la terrasse vue mer ou dans le patio au calme et plus à l'ombre l'été.​Ce qui fait certainement de cet endroit l'espace de co-working le plus ""home sweet home"" de la Côte d'Azur."	42 Promenade de la Plage, 06800 Cagnes-sur-Mer	https://www.neo-nomade.com/mb-47-bnpp_re/espace/8489/coworking-cagnes-sur-mer-enjoy-coworking	Internet haut débit//Accès handicapé//Une personne à l'accueil//Espace pause//Espace extérieur//Cuisine	9h00 - 19h00	Coworking	150	44	Non	Oui	Table de réunion//Imprimante//Périphériques informatiques//Scanner//Tv//Tableaux//Vestiaire//Vestiaire//Équipement de cuisine
RIVIERATECH	Bureau privé de 12m2 privé et sécurisé par badges d'accès personnelRivieraTech c’est un espace de Start-up situé à Nice dans le quartier du Grand Arenas. Vous y trouverez les dernières innovations technologiques du moment grace a un viviers d'entreprises innovantes. Plus d'informations sur https://rivieratech.fr	455 Promenade des Anglais - Nice Premier, 06200 Nice	https://www.neo-nomade.com/mb-47-bnpp_re/espace/8701/pepiniere-nice-rivieratech	Accès handicapé//Espace pause//Cuisine//Climatisation	8h00 - 18h00	Pépinière	12	1	Non	Oui	Table de réunion//Domiciliation//Privatisation//Parking 120€/mois
Regus Sophia Antipolis - Nova	Sophia Nova est facilement accessible en voiture par l'autoroute A8 et possède un parking sécurisé. Plusieurs lignes de bus permettent d'accéder au complexe, l'arrêt le plus proche, Collège Eganaude, se trouvant à 12 minutes à pied. Sophia Antipolis propose toutes les commodités dont vous pourriez avoir besoin, parmi lesquelles un bureau de poste, une boulangerie, des restaurants, des hôtels, des cafés et des supermarchés. Il se trouve également à trois minutes en voiture du parcours de golf Le Provençal et non loin d'un club de tennis, d'une salle de sport et d'une piscine.	291 Rue Albert Caquot, 06560 Valbonne	https://www.neo-nomade.com/mb-47-bnpp_re/espace/8257/centre-d-affaires-valbonne-regus-sophia-antipolis-nova	Internet haut débit//Accès handicapé//Une personne à l'accueil//Espace pause//Espace extérieur//Cuisine//Climatisation	9h00 - 18h00	Centre d'affaires		102	Non	Oui	
Regus Nice - Arenas	Arenas est un quartier d'affaires accueillant nombre de sociétés nationales internationales, principalement dans le domaine des services financiers, de la gestion des ventes européennes et de l'import-export. Le tourisme demeure un secteur majeur mais la zone se développe comme un important centre d'expositions et de conférences et comme pôle pour l'innovation en matière de développement urbain durable. Le centre Nice Arénas est très proche de l'aéroport international Nice-Côte d’Azur, le deuxième plus grand aéroport en dehors de Paris, avec 100 liaisons directes vers 29 pays. Il existe aussi de bonnes connexions routières. Le centre est idéalement situé à 10 minutes du centre-ville et à 200 m de l'autoroute A8 (Gênes-Marseille)..	455 Prom. des Anglais , 06206 Nice	https://www.neo-nomade.com/mb-47-bnpp_re/espace/8255/centre-d-affaires-nice-regus-nice-arenas	Internet haut débit//Accès handicapé//Une personne à l'accueil//Espace pause//Espace extérieur//Cuisine//Climatisation	9h00 - 18h00	Centre d'affaires		102	Non	Oui	
Regus Nice - Rue de France	Chacun de ces espaces est bien éclairé, confortable et dispose d'un accès à Internet haut débit, vous permettant ainsi de travailler là où vous vous sentez à l'aise. Lorsque l'envie d'une pause vous prend, vous pouvez faire un tour à la mer pour prendre l'air, ou encore flâner dans le Jardin Albert I, un superbe parc public avec des fontaines, des monuments et des arbres. Pour trouver l'inspiration, vous souhaiterez peut-être vous rendre au Musée de la Villa Masséna ou au Musée des Beaux-Arts de Nice. De retour au bureau, profitez de l'environnement de travail convivial pour réseauter et développer vos affaires dans cet endroit incroyable.	81 rue de France, 06000 Nice	https://www.neo-nomade.com/mb-47-bnpp_re/espace/8253/centre-d-affaires-nice-regus-nice-rue-de-france	Internet haut débit//Accès handicapé//Une personne à l'accueil//Espace pause//Cuisine//Climatisation	9h00 - 18h00	Centre d'affaires		102	Non	Oui	
Multiburo Nice	C’est dans ce cadre exceptionnelle que nous vous proposons d’installer votre entreprise à Nice. Une large gamme de services comprenant la domiciliation commerciale, la location de bureaux équipés et salles de réunion.	455 Promenade des Anglais, 06200 Nice	https://www.neo-nomade.com/mb-47-bnpp_re/espace/8659/centre-d-affaires-nice-multiburo-nice	Internet haut débit//Accès handicapé//Une personne à l'accueil//Espace pause//Espace extérieur//Climatisation	9h00 - 18h00	Centre d'affaires		1	Non	Oui	
Be IT Formations		3 rue du Parc, 67205 Oberhausbergen	https://www.neo-nomade.com/mb-47-bnpp_re/espace/7047/entreprise-oberhausbergen-be-it-formations	Internet haut débit//Accès handicapé//Une personne à l'accueil//Espace pause//Climatisation	8h00 - 17h00	Entreprise	30	37	Non	Oui	Imprimante//Ordinateur//Parking//Périphériques informatiques//Scanner//Tableaux//Vidéo-projecteur//Accueil dédié//Bibliothèque//Gestion du courrier//Mise en place de la salle
La Verrière	Un espace de travail convivial et décontracté, collaboratif et propice à l’innovation. Un espace de 600 m² incluant un vaste open space de 300m² ainsi que des salles de réunion, des espaces animés ou au contraire silencieux. Un espace où le bien-être passe par des détails tels que des fauteuils ergonomiques, une cuisine de 70 m2,la café, le thé et le wifi à volonté deux espaces détente et leur boîte à livres en libre accès pour offrir un environnement stimulant aux coworkers. Des conférences, des cours de méditation et plusieurs évènements chaque mois.Vous êtes entrepreneur, indépendant à Nice ou vous recherchez tout simplement un endroit chaleureux pour faire évoluer votre projet professionnel, vous faire de nouveaux contacts et consacrer plus de temps à vos missions ?Rejoignez nous ;)	4 boulevard de cimiez, 06000 Nice	https://www.neo-nomade.com/mb-47-bnpp_re/espace/4243/coworking-nice-la-verri-egrave-re	Internet haut débit	9h00 - 18h00	Coworking		99	Non	Oui	Espace café / lounge//Café / thé//Espace confidentiel//Impression / copie//Domiciliation
Regus Nice - City Centre	Au coeur de Nice, ce centre, desservi par le nouveau tramway, est situé à 200 mètres de la place Masséna, de la Promenade des Anglais et du Vieux Nice, dans un immeuble de standing bénéficiant d'une conciergerie. Il propose des salles de réunion et des bureaux entièrement équipés.Pour toute demande de domiciliation (bureaux), vous pouvez vous rendre ici => https://www.regus.fr/virtual-office	37, boulevard Dubouchage, 06000 Nice	https://www.neo-nomade.com/mb-47-bnpp_re/espace/439/centre-d-affaires-nice-regus-nice-city-centre	Internet haut débit	9h00 - 18h00	Centre d'affaires		194	Non	Oui	Espace confidentiel//Mise à disposition d'ordinateur//Accueil dédié//Secrétariat//Conciergerie//La pause café 3€/unité//La pause macaron 6€/unité//Le petit déjeuner 5.5€/unité//La pause boisson 4.5€/unité
WELCOME COWORKING	Ouvert depuis octobre 2017, notre espace atypique vous popose des postes nomades autour d'un grand bar de travail et de bureaux fixes en open-space ou en verrière.Notre décoration soignée dans le thème industriel vous séduira à coup sûr ! Neuf et moderne, il vous procurera tout le confort nécessaire.Notre coworking à taille humaine d'une capacité maximale fixée à 16 postes vous propose également une mulltitude d'avantages et de privilèges négociés pour vous !Depechez vous, il n'y en aura pas pour tout le monde ! Localisation Nous sommes situés au 204 avenue de Colmar, à l'arrêt de tram Couffignal.Arrêts de bus à promixité : 27, 40, 57, 67.A deux pas du centre ville et du Stade de la MeinauNombreuses entreprises dans le secteur ! Adresse prestigieuse..Services - Internet par la FIBRE- 1 salle de réunion- Imprimante / scanner / copieur- Cuisine, micro-onde, four, plaques, refrigerateur/congélateur- call-box- Les postes fixes dispsent en plu d'une prise RJ45 individuelle ainsi qu'une double armoire de rangement à clé.ETC..Toutes les charges sont comprises : électricité, chauffage, ménage.Engagements de 1/3/6/12/24 mois. Votre mensualité en dépend.Contactez-nous vite !	204 avenue de Colmar, 67100 Strasbourg	https://www.neo-nomade.com/mb-47-bnpp_re/espace/5578/coworking-strasbourg-welcome-coworking	Internet haut débit//Cuisine//Climatisation	8h00 - 18h00	Coworking	103	57	Non	Oui	Café-thé//Call-box//Double armoire à clé//Multifonction a3 couleur//Ecran plat//Reception du courrier//Plateforme interne//Espace de réception 75€/unité//Salle de réunion 20€/heure 50€/demi-journée 75€/journée
Brasserie K - Hôtel des Vosges****	Idéalement situé sur la Place de la Gare à Strasbourg, la Brasserie K, restaurant de l'Hôtel des Vosges, est un endroit idéal pour travailler seul ou en groupe.Nous vous proposons également un large choix de boissons (non compris dans le prix) et la possibilité de manger sur place, où nous proposons des plats du jour pour les déjeuners et dîners en semaine et un large choix de plats à la carte (non compris dans le prix).	3 Place de la Gare, 67000 Strasbourg	https://www.neo-nomade.com/mb-47-bnpp_re/espace/8827/hotel-strasbourg-brasserie-k-hotel-des-vosges	Internet haut débit//Accès handicapé//Une personne à l'accueil//Climatisation	7h00 - 0h	Hôtel			Oui	Oui	Café 2€/unité//Café à volonté/ menu brasserie (3 plats) 36€/unité//Plat du jour 13€/unité//Café/ dessert du jour 8€/unité
Le LABO Coworking	Le LABO Coworking est un espace de coworking au coeur de Nice, situé à 2 pas de la Promenade des Anglais et de la Zone Piétonne. Le LABO est la réunion de travailleurs indépendants, de petites structures, de salariés en télétravail, etc… en une communauté organisée autour de 3 valeurs fondamentales :1. Une organisation en réseau basée sur l’échange des connaissances et la coopération volontaire entre ses membres2. Le partage d’un lieu de travail et la mutualisation de ses outils de fonctionnement.3.Un lieu pour se réunir, se former, organiser des ateliers.Il existe une grande variété de formules, adaptées aux besoins de chacun. Cet espace est dédié au travail, à la concentration et au collaboratif entre ses membres (a.k.a. Les Laborantins) et ses visiteurs. Plus qu’un endroit où travailler, le LABO Coworking est un lieu de vie. Le lieu a été pensé par des architectes pour créer un environnement zen propice au travail en toute tranquillité!Services : 1. Évènements professionnels 2. Connexion Internet haut-débit3. Lounge 4. Meeting Room5. Service d’impression et scanner6. Casier sécurisé7. CuisineEn savoir plus : http://www.lelabocoworking.com/#membership	6, rue du Congrès, 06000 Nice	https://www.neo-nomade.com/mb-47-bnpp_re/espace/4061/coworking-nice-le-labo-coworking	Internet haut débit//Espace pause//Cuisine//Climatisation	9h00 - 22h00	Coworking	220	324	Oui	Oui	Casier//Périphériques informatiques//Équipement de cuisine//Tv//Vestiaire//Ecran//Café 2€/unité//Formule déjeuner 20€/unité 20€/unité 20€/unité//Petit déjeuner 8€/unité//Pause 0€/unité//Sono 20€/unité//Matériel de sonorisation 20€/unité//Paper board 20€/unité//Vidé-projecteur 20€/unité//Vidéo-projecteur 20€/unité//Formation 0€/unité
Multiburo Strasbourg Lingolsheim	Installé au sein d’un parc d’activités verdoyant, le centre de Strasbourg Lingolsheim s’étend sur trois bâtiments et vous propose de nombreux espaces de travail flexibles et salles de réunion calmes et agréables.Ce centre est également très facile d’accès grâce à sa localisation idéale à proximité des réseaux de transports et de l’autoroute A35. Il est situé à 5 minutes de l’aéroport Strasbourg-Entzheim et de la gare de Strasbourg.30 Bureaux équipés, 5 salles de réunion et formation, des open-spaces sont à votre disposition. Vous trouverez également les services de domiciliation, de permanence téléphonique et de secrétariat. Des services tels que des places de parking gratuites et espace détente et café vous sont proposés. Le centre est un lieu convivial pour rencontrer et échanger avec d'autres entreprises.	2 Rue de la Faisanderie 67380 Lingolsheim, 67380 Lingolsheim	https://www.neo-nomade.com/mb-47-bnpp_re/espace/8667/centre-d-affaires-lingolsheim-multiburo-strasbourg-lingolsheim	Internet haut débit//Accès handicapé//Une personne à l'accueil//Espace pause//Espace extérieur//Climatisation	9h00 - 18h00	Centre d'affaires		2	Non	Oui	
